work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2021,MI,FT,Cyber Security Analyst,3200000,INR,43275,IN,0,IN,L,Consulting,"Firewall Management, Network Security, Cryptography",CEH,Bachelor’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,2.595479759,4.281397424,19.58,Yes,Network Security,No,Yes
2021,EN,FT,Information Security Analyst,65000,USD,65000,US,100,US,L,Consulting,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.198156641,4.401560307,15.02,No,Network Security,Yes,Yes
2020,EN,FT,Cyber Security Engineer,80000,USD,80000,US,50,US,L,Finance,General Security Knowledge,CISM,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.575643709,3.481422753,16.55,Top Secret,Cloud Security,Hybrid,Yes
2020,MI,FT,SOC Analyst,91520,USD,91520,US,0,US,L,Technology,General Security Knowledge,CISM,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.089386497,4.25135284,28.68,Yes,Network Security,No,No
2021,EX,FT,Head of Security,340000,AUD,255170,AU,50,AU,L,Government,General Security Knowledge,CISSP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.837032158,2.954108031,8.83,No,Governance & Compliance,Hybrid,Yes
2021,SE,FT,Security Engineering Manager,135600,USD,135600,US,0,US,L,Consulting,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.207720845,3.063217734,19.66,Top Secret,Cloud Security,No,Yes
2020,EN,FT,Cyber Security Analyst,400000,DKK,61195,DK,0,DK,M,Consulting,"Firewall Management, Network Security, Cryptography",CISM,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.415065835,4.238183549,17.65,Yes,Network Security,No,Yes
2021,MI,FT,Information Security Analyst,53000,USD,53000,US,0,US,L,Consulting,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.664789115,3.219740584,20.29,No,Network Security,No,No
2021,MI,FT,Cyber Security Engineer,72000,USD,72000,US,50,US,M,Healthcare,General Security Knowledge,AWS Security,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.023744869,2.564996346,5.45,Top Secret,Cloud Security,Hybrid,Yes
2021,MI,FT,IT Security Engineer,169000,USD,169000,US,50,US,L,Retail,General Security Knowledge,AWS Security,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.069745341,4.485549885,26.8,Yes,Cloud Security,Hybrid,No
2021,MI,FT,Information Security Manager,162000,AUD,121581,AU,100,AU,L,Education,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.589830674,4.251641528,28.3,Secret,Governance & Compliance,Yes,No
2020,MI,FT,Cyber Security Architect,99000,USD,99000,US,0,US,L,Consulting,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,2.889635919,3.494802135,19.13,Yes,Cloud Security,No,Yes
2021,MI,FT,Penetration Tester,100000,USD,100000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.358026558,3.748912821,22.42,No,Application Security,Yes,No
2021,MI,FT,Information Security Manager,130000,USD,130000,US,0,US,M,Finance,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.802163936,2.781485591,28.06,Secret,Governance & Compliance,No,No
2021,MI,FT,Security Analyst,97000,USD,97000,US,100,US,L,Healthcare,"SOC Analysis, Threat Intelligence, SIEM",CISSP,Bachelor’s,Stable,IT Support → Security Analyst → Security Engineer,Indeed,2.709899283,4.609629478,22.68,Yes,Network Security,Yes,No
2020,MI,FT,Cyber Security Analyst,60000,EUR,68428,IE,50,IE,L,Technology,"Firewall Management, Network Security, Cryptography",CEH,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.168422988,2.505126339,8.81,No,Network Security,Hybrid,No
2021,MI,FT,Cyber Security Analyst,55000,EUR,65013,PT,100,DE,S,Finance,"Firewall Management, Network Security, Cryptography",CISSP,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,3.078847648,2.971841693,19.41,No,Network Security,Yes,Yes
2021,MI,FT,IT Security Engineer,90000,USD,90000,US,50,US,L,Healthcare,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.773772442,4.138301653,20.17,No,Cloud Security,Hybrid,Yes
2021,EN,FT,Information Security Engineer,85000,USD,85000,US,100,US,L,Consulting,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.660362121,4.965102369,15.6,Top Secret,Cloud Security,Yes,Yes
2021,MI,FT,IT Security Engineer,90000,USD,90000,US,50,US,L,Consulting,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.648018572,3.403530198,23.41,Secret,Cloud Security,Hybrid,Yes
2020,EN,FT,Vulnerability Researcher,85000,USD,85000,US,0,US,L,Finance,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.847935052,3.029741392,28.36,No,Network Security,No,No
2020,MI,FT,Penetration Tester,432000,DKK,66091,DK,50,DK,L,Retail,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.000987944,3.146802096,28.14,Top Secret,Application Security,Hybrid,Yes
2021,SE,FT,Cyber Security Specialist,95000,CAD,75774,CA,100,CA,S,Technology,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.005639468,4.179624676,16.27,Yes,Identity Management,Yes,No
2020,MI,FT,Incident Response Manager,123000,USD,123000,US,0,US,L,Healthcare,General Security Knowledge,CISM,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.172302391,2.888920361,7.83,Yes,Governance & Compliance,No,No
2021,SE,FT,Cyber Security Analyst,80000,USD,80000,IN,50,RS,L,Retail,"Firewall Management, Network Security, Cryptography",CISSP,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.283083586,3.202558269,29.62,Yes,Network Security,Hybrid,No
2021,SE,FT,Cloud Security Engineer,170000,USD,170000,US,100,US,L,Retail,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.692582944,3.081345973,25.97,Yes,Cloud Security,Yes,No
2021,EN,FT,Cyber Threat Intelligence Analyst,77000,USD,77000,US,100,US,L,Finance,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.098817362,2.891148576,8.12,No,Risk Management,Yes,Yes
2021,MI,FT,Penetration Tester,80000,CAD,63810,CA,100,CA,L,Consulting,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.750140425,3.074859308,28.02,Yes,Application Security,Yes,Yes
2021,EX,FT,Chief Information Security Officer,375000,USD,375000,US,100,US,L,Technology,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.366887607,2.53253785,26.75,Yes,Identity Management,Yes,Yes
2021,EN,FT,Cyber Security Analyst,50400,EUR,59575,DE,50,DE,M,Government,"Firewall Management, Network Security, Cryptography",OSCP,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.682964756,3.140792031,17.97,Yes,Network Security,Hybrid,Yes
2020,MI,FT,Security Engineer,135000,USD,135000,US,100,US,M,Education,General Security Knowledge,Security+,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.70442431,2.702114155,19.78,Secret,Cloud Security,Yes,Yes
2020,SE,FT,Security Engineer,148000,USD,148000,US,50,US,M,Finance,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.484675929,4.577057224,14.98,Top Secret,Cloud Security,Hybrid,Yes
2020,SE,FT,Staff Application Security Engineer,180000,USD,180000,US,100,US,L,Finance,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.544381008,3.010865234,6.37,No,Cloud Security,Yes,No
2021,MI,FT,Cyber Security Analyst,90000,USD,90000,US,100,US,L,Consulting,"Firewall Management, Network Security, Cryptography",OSCP,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.972191148,3.734681377,13.38,No,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,63700,USD,63700,US,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",CEH,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,2.662227551,2.575070872,25.07,Yes,Network Security,Yes,Yes
2021,SE,FT,Incident Response Analyst,65000,GBP,89405,GB,100,GB,L,Consulting,General Security Knowledge,CEH,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.924257771,3.968503989,5.12,Yes,Network Security,Yes,No
2020,EX,FT,Information Security Manager,117810,USD,117810,US,0,US,S,Technology,General Security Knowledge,OSCP,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.21455409,3.43853985,13.34,Yes,Governance & Compliance,No,Yes
2020,MI,FT,Information Systems Security Engineer,200000,USD,200000,US,100,US,L,Education,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.380129802,3.923588588,14.95,No,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Analyst,48000,EUR,56738,SI,50,SI,M,Retail,"Firewall Management, Network Security, Cryptography",CISSP,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.393806744,3.94537541,18.43,Yes,Network Security,Hybrid,No
2021,MI,FT,SOC Analyst,80000,CAD,63810,CA,100,CA,L,Government,General Security Knowledge,CISSP,PhD,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.257479194,3.03990859,28.0,No,Network Security,Yes,Yes
2020,SE,FT,Cyber Security Analyst,134000,USD,134000,US,100,US,L,Finance,"Firewall Management, Network Security, Cryptography",AWS Security,Master’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.653930273,3.927138006,13.66,Yes,Network Security,Yes,No
2021,MI,FT,Cyber Security Analyst,119000,USD,119000,US,100,AU,L,Healthcare,"Firewall Management, Network Security, Cryptography",CISSP,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,3.059819232,3.066202606,13.67,Yes,Network Security,Yes,Yes
2020,MI,FT,Information Security Analyst,140000,USD,140000,US,0,US,L,Government,General Security Knowledge,CISSP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.782342382,4.63382338,23.44,Yes,Network Security,No,No
2020,MI,FT,Cyber Security Engineer,175000,USD,175000,US,50,US,L,Government,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,2.670289107,3.50895105,16.31,Yes,Cloud Security,Hybrid,Yes
2021,SE,FT,Cyber Security Analyst,85000,USD,85000,US,50,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",CISSP,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.217350988,4.243674917,10.62,Yes,Network Security,Hybrid,Yes
2020,MI,FT,Offensive Security Engineer,180000,USD,180000,US,50,US,M,Government,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.515049314,3.513992932,16.31,Secret,Cloud Security,Hybrid,Yes
2021,SE,FT,Information Security Engineer,320000,USD,320000,US,100,US,L,Government,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.642342852,4.317513512,8.52,Yes,Cloud Security,Yes,No
2021,MI,FT,SOC Analyst,75000,USD,75000,US,100,US,M,Technology,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.61132463,4.65444141,9.41,No,Network Security,Yes,Yes
2021,MI,FT,Penetration Testing Engineer,127000,USD,127000,US,100,US,L,Healthcare,General Security Knowledge,OSCP,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.984039497,3.706057594,17.46,No,Application Security,Yes,Yes
2021,EN,FT,Cyber Security Specialist,45100,USD,45100,US,50,US,L,Healthcare,General Security Knowledge,Security+,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.189684058,4.660083016,15.47,Yes,Application Security,Hybrid,No
2021,SE,FT,Information Security Officer,124000,USD,124000,US,50,US,L,Education,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.99931168,4.805053551,27.87,No,Governance & Compliance,Hybrid,No
2021,MI,FT,Information Security Manager,90000,USD,90000,US,0,US,M,Finance,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.667182376,2.979285582,14.06,Top Secret,Governance & Compliance,No,Yes
2021,EX,FT,IAM Engineer,240000,USD,240000,US,50,US,L,Finance,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.981752046,2.762566715,19.51,Yes,Risk Management,Hybrid,No
2021,EX,FT,IAM Engineer,240000,USD,240000,US,50,US,L,Retail,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.508192196,3.926941819,20.81,Yes,Network Security,Hybrid,Yes
2020,MI,FT,Security Engineer,80000,USD,80000,US,100,US,M,Technology,General Security Knowledge,Security+,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.839956831,3.41859121,5.33,Yes,Cloud Security,Yes,Yes
2020,MI,FT,Security Engineer,120000,AUD,82648,AU,50,AU,L,Government,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.792372992,3.274603494,21.59,No,Cloud Security,Hybrid,Yes
2020,SE,FT,Security Engineering Manager,27000,USD,27000,AR,50,AR,M,Consulting,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.069299837,2.730653902,9.45,Secret,Cloud Security,Hybrid,No
2020,MI,FT,Cyber Security Analyst,87500,USD,87500,US,100,US,L,Education,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.011061275,3.418211293,29.03,No,Network Security,Yes,No
2020,MI,FT,Cyber Security Analyst,110000,USD,110000,US,0,US,L,Technology,"Firewall Management, Network Security, Cryptography",Security+,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,3.49331402,4.551519006,8.72,No,Network Security,No,Yes
2021,EN,FT,Penetration Tester,98000,USD,98000,US,50,US,L,Healthcare,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.036042565,4.379287166,15.37,Yes,Application Security,Hybrid,Yes
2020,MI,FT,Cyber Security Architect,102000,USD,102000,US,50,US,L,Government,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.21027454,4.006438205,7.13,Yes,Cloud Security,Hybrid,Yes
2020,MI,FT,Cyber Threat Analyst,72000,USD,72000,US,100,US,L,Technology,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,2.882085556,4.386364181,29.92,Yes,Network Security,Yes,No
2021,EX,FT,Chief Information Security Officer,300000,CAD,239287,CA,50,CA,S,Government,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,2.549293721,2.606345283,17.55,No,Cloud Security,Hybrid,No
2021,MI,FT,IT Security Engineer,124000,USD,124000,US,0,US,M,Finance,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.425442036,4.372657699,19.88,Top Secret,Cloud Security,No,Yes
2021,EN,FT,Ethical Hacker,119000,USD,119000,US,100,US,L,Technology,General Security Knowledge,CEH,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.703481206,3.377529817,6.68,Yes,Identity Management,Yes,No
2020,SE,FT,Principal Security Engineer,175000,USD,175000,US,100,US,L,Finance,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.833101132,3.237284116,23.75,Yes,Cloud Security,Yes,No
2021,SE,FT,Information Security Manager,180000,USD,180000,US,100,US,L,Finance,General Security Knowledge,CISM,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.914745507,4.571968196,10.25,No,Governance & Compliance,Yes,Yes
2020,SE,FT,SOC Analyst,85000,CAD,63400,CA,100,CA,S,Finance,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.143116425,3.908097844,27.45,Yes,Network Security,Yes,Yes
2021,EN,FT,SOC Analyst,65000,NZD,45950,NZ,0,NZ,M,Education,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.914378079,4.148587798,10.13,No,Network Security,No,Yes
2021,SE,FT,Information Security Manager,123000,USD,123000,US,100,US,L,Technology,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,2.717780887,3.667121507,9.77,No,Governance & Compliance,Yes,No
2020,EN,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L,Government,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.04865179,2.603347466,5.91,No,Network Security,Hybrid,No
2021,MI,FT,Infrastructure Security Engineer,120000,USD,120000,US,50,US,L,Retail,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.477459681,4.846791633,16.8,Yes,Cloud Security,Hybrid,Yes
2021,MI,FT,Cyber Security Analyst,150000,USD,150000,US,50,US,M,Consulting,"Firewall Management, Network Security, Cryptography",AWS Security,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,2.672874269,4.338490523,19.12,Yes,Network Security,Hybrid,No
2021,SE,FT,Information Security Manager,40000,EUR,47282,ES,0,ES,L,Finance,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.768090032,3.911307321,6.64,No,Governance & Compliance,No,Yes
2021,SE,FT,Information Security Manager,135000,USD,135000,US,0,US,L,Retail,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.408950126,3.122748137,24.39,No,Governance & Compliance,No,Yes
2021,MI,FT,Cyber Security Engineer,130000,USD,130000,US,50,US,L,Government,General Security Knowledge,CISM,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.438265527,2.526464302,16.33,Secret,Cloud Security,Hybrid,No
2021,MI,FT,Information Security Manager,100000,USD,100000,US,50,US,M,Government,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.234116311,4.380851947,18.11,No,Governance & Compliance,Hybrid,No
2021,EN,FT,Cyber Threat Analyst,20000,EUR,23641,GR,100,US,L,Healthcare,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.504016802,4.980151597,16.02,Yes,Application Security,Yes,Yes
2021,EN,FT,SOC Analyst,36200,GBP,49792,GB,100,GB,M,Government,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.736777843,3.772468299,15.02,Yes,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,70000,USD,70000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",AWS Security,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.223253739,2.980073379,18.99,Yes,Network Security,Yes,Yes
2021,SE,FT,Principal Cloud Security Engineer,130000,USD,130000,US,100,US,L,Technology,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.192311728,4.982486068,8.88,Secret,Cloud Security,Yes,Yes
2021,EN,FT,Security Analyst,73000,USD,73000,US,0,US,S,Healthcare,"SOC Analysis, Threat Intelligence, SIEM",OSCP,Bachelor’s,Stable,IT Support → Security Analyst → Security Engineer,LinkedIn,4.744696389,4.819498296,9.55,Yes,Network Security,No,Yes
2021,MI,FT,IT Security Engineer,10320000,HUF,34018,HU,50,HU,M,Government,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.677679174,3.507497721,26.54,No,Cloud Security,Hybrid,Yes
2021,EN,FT,Incident Response Analyst,70000,NZD,49485,NZ,0,NZ,S,Government,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.691334791,4.663501529,28.65,Yes,Risk Management,No,No
2021,MI,FT,Cyber Security Analyst,92000,USD,92000,US,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",OSCP,Bachelor’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,4.484990202,3.974361038,14.33,No,Network Security,Yes,Yes
2021,MI,FT,Cyber Security Analyst,145000,USD,145000,US,50,US,L,Government,"Firewall Management, Network Security, Cryptography",OSCP,PhD,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,2.889048205,2.818860537,11.77,No,Network Security,Hybrid,No
2020,SE,FT,Cyber Security Engineer,135000,USD,135000,US,50,US,L,Technology,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.181096688,3.566791594,21.1,Top Secret,Cloud Security,Hybrid,No
2021,EN,FT,Cyber Security Analyst,45500,EUR,53783,DE,0,DE,L,Technology,"Firewall Management, Network Security, Cryptography",CEH,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.08848925,3.735179449,15.22,Yes,Network Security,No,Yes
2021,SE,FT,Cyber Security Analyst,150000,USD,150000,US,0,US,L,Government,"Firewall Management, Network Security, Cryptography",Security+,PhD,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,3.046279546,4.613940395,5.63,No,Network Security,No,Yes
2021,MI,FT,Chief Information Security Officer,44000,GBP,60520,GB,100,GB,L,Technology,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.812120749,3.29821024,8.9,No,Identity Management,Yes,No
2020,EN,FT,Cyber Security Engineer,75000,USD,75000,US,100,US,L,Healthcare,General Security Knowledge,Security+,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.621797065,4.008917969,22.9,No,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Analyst,48000,GBP,66022,GB,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",Security+,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.516801544,2.892366966,21.47,Yes,Network Security,Yes,No
2021,MI,FT,Cyber Security Specialist,50000,GBP,68773,GB,50,GB,L,Consulting,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.507278949,3.396754726,5.68,No,Identity Management,Hybrid,No
2020,SE,FT,Information Security Manager,150000,USD,150000,US,50,US,L,Consulting,General Security Knowledge,CEH,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.726705322,3.752119867,10.55,Top Secret,Governance & Compliance,Hybrid,No
2021,MI,FT,Cyber Security Analyst,90000,USD,90000,US,0,US,M,Government,"Firewall Management, Network Security, Cryptography",Security+,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,3.718598834,2.875677388,10.78,Yes,Network Security,No,No
2020,MI,FT,Information Security Manager,70000,EUR,79833,IE,50,IE,L,Education,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.71952006,3.859626598,21.8,Top Secret,Governance & Compliance,Hybrid,Yes
2021,SE,FT,Information Security Architect,102500,USD,102500,US,0,US,L,Consulting,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.467413293,4.979935947,5.49,No,Cloud Security,No,Yes
2021,EX,FT,Chief Information Security Officer,130000,USD,130000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.805988076,3.321093989,7.6,No,Governance & Compliance,Yes,Yes
2021,MI,FT,Cyber Security Analyst,85000,USD,85000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.914416219,3.451212743,25.0,No,Network Security,Yes,Yes
2021,MI,FT,Penetration Tester,120000,USD,120000,US,100,US,M,Technology,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.232488005,3.346764452,9.46,Yes,Application Security,Yes,Yes
2020,EX,FT,Security Engineering Manager,600000,USD,600000,US,50,US,L,Finance,General Security Knowledge,Security+,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,2.938265088,4.328199483,21.32,No,Cloud Security,Hybrid,Yes
2021,SE,FT,Cyber Security Architect,141000,USD,141000,US,50,US,L,Finance,General Security Knowledge,CISSP,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,3.836149638,3.391516825,10.95,Yes,Cloud Security,Hybrid,No
2020,EN,FT,Cyber Security Analyst,66000,USD,66000,US,50,US,L,Technology,"Firewall Management, Network Security, Cryptography",Security+,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.159173426,2.719077568,7.49,No,Network Security,Hybrid,Yes
2021,EN,FT,Security Analyst,60008,USD,60008,US,50,US,L,Healthcare,"SOC Analysis, Threat Intelligence, SIEM",CISM,PhD,Decreasing,IT Support → Security Analyst → Security Engineer,Company Website,4.035734084,4.556131822,11.08,Yes,Network Security,Hybrid,Yes
2020,SE,FT,Cyber Security Engineer,272000,USD,272000,US,100,US,L,Finance,General Security Knowledge,AWS Security,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.545305042,2.507878923,23.06,No,Cloud Security,Yes,Yes
2020,EN,FT,Cyber Security Analyst,80000,USD,80000,US,100,US,M,Healthcare,"Firewall Management, Network Security, Cryptography",AWS Security,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.308233033,3.090942785,26.39,No,Network Security,Yes,Yes
2020,MI,FT,Information Security Analyst,40000,GBP,51305,GB,100,DK,L,Technology,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.819458898,3.971885299,25.76,No,Network Security,Yes,Yes
2021,EN,FT,IT Security Analyst,31000,USD,31000,US,0,US,L,Finance,"Vulnerability Assessment, Penetration Testing, IDS/IPS",AWS Security,PhD,Increasing,System Admin → IT Security Analyst → Security Architect,Indeed,4.217698926,3.440069399,14.93,Yes,Network Security,No,Yes
